matrix_key,source_section,orfogrammka_id,title,entry_type,parent_path,depth,source_url,status,executable,rule_ids,requires,eligible_now,reason
orthography_1_3_6_6,orthography,1.3.6.6,Двойное н и одно н в суффиксах страдательных причастий прошедшего времени и соотносительных с ними прилагательных,leaf_rule,"[""Правила употребления букв"", ""Правописание согласных"", ""Двойные согласные""]",4,https://orfogrammka.ru/орфография/двойное_и_одно_н_в_суффиксах_страдательных_причастий_прошедшего_времени/,partial,true,"[""n_nn_participle""]","[""dictionary"", ""model"", ""morphology"", ""syntax""]",true,eligible_but_needs_more_training
orthography_1_3_6_7,orthography,1.3.6.7,Двойное н и одно н в суффиксах страдательных причастий прошедшего времени и соотносительных с ними прилагательных,leaf_rule,"[""Правила употребления букв"", ""Правописание согласных"", ""Двойные согласные""]",4,https://orfogrammka.ru/орфография/двойное_и_одно_н_в_суффиксах_кратких_форм_страдательных_причастий_прошедшего_времени/,partial,true,"[""n_nn_deverbal_adjective""]","[""dictionary"", ""model"", ""morphology"", ""syntax""]",true,eligible_but_needs_more_training
orthography_1_3_6_8,orthography,1.3.6.8,"Двойное н и одно н в словах, образованных от прилагательных и причастий",leaf_rule,"[""Правила употребления букв"", ""Правописание согласных"", ""Двойные согласные""]",4,https://orfogrammka.ru/орфография/двойное_и_одно_н_слова_образованные_от_прилагательных_причастий/,partial,true,"[""n_nn_short_form""]","[""dictionary"", ""model"", ""morphology"", ""syntax""]",true,eligible_but_needs_more_training
orthography_1_3_6_9,orthography,1.3.6.9,Двойные согласные в русских корнях,leaf_rule,"[""Правила употребления букв"", ""Правописание согласных"", ""Двойные согласные""]",4,https://orfogrammka.ru/орфография/двойные_согласные_в_русских_корнях/,model_required,true,"[""double_consonant_candidate""]","[""dictionary"", ""model""]",true,eligible_but_needs_threshold
orthography_1_3_6_10,orthography,1.3.6.10,Двойные согласные в заимствованных корнях,leaf_rule,"[""Правила употребления букв"", ""Правописание согласных"", ""Двойные согласные""]",4,https://orfogrammka.ru/орфография/двойные_согласные_в_заимствованных_корнях/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_3_6_11,orthography,1.3.6.11,Двойные согласные после корня в заимствованных словах,leaf_rule,"[""Правила употребления букв"", ""Правописание согласных"", ""Двойные согласные""]",4,https://orfogrammka.ru/орфография/двойное_с_в_заимствованном_суффиксе_есса/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_3_6_12,orthography,1.3.6.12,"Двойные согласные в словах, образованных от основ на две одинаковые согласные",leaf_rule,"[""Правила употребления букв"", ""Правописание согласных"", ""Двойные согласные""]",4,https://orfogrammka.ru/орфография/двойные_согласные_в_словах_образованных_от_основ_на_две_одинаковые_согласные/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_1_3_6_13,orthography,1.3.6.13,Двойные согласные при сокращении слов,leaf_rule,"[""Правила употребления букв"", ""Правописание согласных"", ""Двойные согласные""]",4,https://orfogrammka.ru/орфография/двойные_согласные_при_сокращении_слов/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_upotrebleniya_nebukvennyh_znakov,orthography,,Правила употребления небуквенных знаков,group,[],1,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_2_1,orthography,2.1,Дефис,leaf_rule,"[""Правила употребления небуквенных знаков""]",2,https://orfogrammka.ru/орфография/дефис/,planned,false,[],[],false,planned
orthography_2_2,orthography,2.2,Косая черта,leaf_rule,"[""Правила употребления небуквенных знаков""]",2,https://orfogrammka.ru/орфография/косая_черта/,planned,false,[],[],false,planned
orthography_2_3,orthography,2.3,Апостроф,leaf_rule,"[""Правила употребления небуквенных знаков""]",2,https://orfogrammka.ru/орфография/апостроф/,planned,false,[],[],false,planned
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya,orthography,,"Правила слитного, дефисного и раздельного написания",group,[],1,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo,orthography,,Написание существительного,group,"[""Правила слитного, дефисного и раздельного написания""]",2,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_napisanie_naritsatelnyh_imen,orthography,,Написание нарицательных имён,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_napisanie_naritsatelnyh_imen_slitnoe_napisanie_naritsatelnyh_imen,orthography,,Слитное написание нарицательных имён,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён""]",4,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_1_1_1_1,orthography,3.1.1.1.1,Слитное написание сложносокращенных слов,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Слитное написание нарицательных имён""]",5,https://orfogrammka.ru/орфография/слитное_написание_сложносокращенных_слов/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_3_1_1_1_2,orthography,3.1.1.1.2,Сложные существительные с соединительными гласными «о» и «е»,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Слитное написание нарицательных имён""]",5,https://orfogrammka.ru/орфография/сложные_существительные_с_соединительными_гласными_о_и_е/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_napisanie_naritsatelnyh_imen_napisanie_naritsatelnyh_imen_cherez_defis,orthography,,Написание нарицательных имён через дефис,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён""]",4,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_1_1_2_1,orthography,3.1.1.2.1,"Сочетания двух существительных, первая часть с самостоятельным склонением",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/сочетания_двух_существительных_первая_часть_с_самостоятельным_склонением/,planned,false,[],[],false,planned
orthography_3_1_1_2_2,orthography,3.1.1.2.2,Сочетания с несклоняемыми существительными,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/сочетания_с_приложениями_первая_часть_несклоняемое_существительное/,planned,false,[],[],false,planned
orthography_3_1_1_2_3,orthography,3.1.1.2.3,Дефисное написание существительных,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/сложные_слова_с_несклоняемой_первой_частью_в_им_п_ед_ч_с_окончанием/,planned,false,[],[],false,planned
orthography_3_1_1_2_4,orthography,3.1.1.2.4,Сложные слова с несклоняемой первой частью в им. п. ед. ч. с нулевым окончанием,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/сложные_слова_с_несклоняемой_первой_частью_в_им_п_ед_ч_с_нулевым_окончанием/,planned,false,[],[],false,planned
orthography_3_1_1_2_5,orthography,3.1.1.2.5,"Слова с первыми частями «диско-», «макси-», «миди-», «мини-»",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/слова_с_первыми_частями_диско_макси_миди_мини/,planned,false,[],[],false,planned
orthography_3_1_1_2_6,orthography,3.1.1.2.6,Группы существительных с соединительными гласными,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/группы_существительных_с_соединительными_гласными/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_3_1_1_2_7,orthography,3.1.1.2.7,"Группа слов, обозначающих должности и звания",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/группа_слов_обозначающих_должности_и_звания/,planned,false,[],[],false,planned
orthography_3_1_1_2_8,orthography,3.1.1.2.8,"Названия, имеющие форму словосочетаний со служебным словом",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/названия_имеющие_форму_словосочетаний_со_служебным_словом/,planned,false,[],[],false,planned
orthography_3_1_1_2_9,orthography,3.1.1.2.9,Сочетания с префиксом «пол-»,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/сочетания_с_префиксом_пол/,model_required,true,"[""pol_polu_compounds""]","[""dictionary"", ""model"", ""morphology""]",true,eligible_but_needs_threshold
orthography_3_1_1_2_10,orthography,3.1.1.2.10,"Существительные, образованные от пишущихся через дефис нарицательных",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Написание нарицательных имён через дефис""]",5,https://orfogrammka.ru/орфография/существительные_образованные_от_пишущихся_через_дефис_нарицательных/,planned,false,[],[],false,planned
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_napisanie_naritsatelnyh_imen_razdelnoe_napisanie_naritsatelnyh_imen,orthography,,Раздельное написание нарицательных имён,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён""]",4,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_1_1_4_1,orthography,3.1.1.4.1,"Сочетания с приложениями и определениями, следующими после существительных",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Написание нарицательных имён"", ""Раздельное написание нарицательных имён""]",5,https://orfogrammka.ru/орфография/сочетания_с_приложениями_и_определениями_следующими_после_существительных/,planned,false,[],[],false,planned
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_suschestvitelnogo_sobstvennye_imena_i_sostavnye_nazvaniya,orthography,,Собственные имена и составные названия,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_1_2_2,orthography,3.1.2.2,"Написание имён, псевдонимов, прозвищ, кличек через дефис",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание существительного"", ""Собственные имена и составные названия""]",4,https://orfogrammka.ru/орфография/написание_имён_псевдонимов_прозвищ_кличек_через_дефис/,planned,false,[],[],false,planned
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_prilagatelnogo,orthography,,Написание прилагательного,group,"[""Правила слитного, дефисного и раздельного написания""]",2,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_prilagatelnogo_napisanie_prilagatelnogo_cherez_defis,orthography,,Написание прилагательного через дефис,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_2_1_1,orthography,3.2.1.1,"Прилагательные, образованные от существительных, пишущихся через дефис",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного"", ""Написание прилагательного через дефис""]",4,https://orfogrammka.ru/орфография/дефисное_написание_прилагательных_образованных_от_существительных/,planned,false,[],[],false,planned
orthography_3_2_1_2,orthography,3.2.1.2,"Дефисное написание прилагательных, обозначающих оттенки качества",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного"", ""Написание прилагательного через дефис""]",4,https://orfogrammka.ru/орфография/дефисное_написание_прилагательных_качества/,planned,false,[],[],false,planned
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_prilagatelnogo_slitnoe_napisanie_prilagatelnogo,orthography,,Слитное написание прилагательного,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_2_2_1,orthography,3.2.2.1,"Прилагательные с первыми частями много-, мало-",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного"", ""Слитное написание прилагательного""]",4,https://orfogrammka.ru/орфография/прилагательные_с_первыми_частями_много_мало/,planned,false,[],[],false,planned
orthography_3_2_2_2,orthography,3.2.2.2,Прилагательные терминологического характера,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного"", ""Слитное написание прилагательного""]",4,https://orfogrammka.ru/орфография/прилагательные_терминологического_характера/,dictionary_model_required,false,[],"[""dictionary"", ""model""]",false,needs_dictionary
orthography_3_2_2_5,orthography,3.2.2.5,"Прилагательные, образованные из основ слов с подчинительным отношением",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного"", ""Слитное написание прилагательного""]",4,https://orfogrammka.ru/орфография/прилагательные_образованные_из_основ_слов_с_подчинительным_отношением/,planned,false,[],[],false,planned
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_prilagatelnogo_razdelnoe_napisanie_prilagatelnogo,orthography,,Раздельное написание прилагательного,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_2_3_1,orthography,3.2.3.1,Наречия и прилагательные или причастия,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание прилагательного"", ""Раздельное написание прилагательного""]",4,https://orfogrammka.ru/орфография/наречия-и-прилагательные-или-причастия/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_mestoimennyh_slov,orthography,,Написание местоименных слов,group,"[""Правила слитного, дефисного и раздельного написания""]",2,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_4_1,orthography,3.4.1,Слитное написание местоименных слов,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание местоименных слов""]",3,https://orfogrammka.ru/орфография/слитное_написание_местоименных_слов/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_mestoimennyh_slov_napisanie_mestoimennyh_slov_cherez_defis,orthography,,Написание местоименных слов через дефис,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание местоименных слов""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_4_2_1,orthography,3.4.2.1,Местоименные слова с приставкой «кое- (кой-)»,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание местоименных слов"", ""Написание местоименных слов через дефис""]",4,https://orfogrammka.ru/орфография/местоименные_слова_с_приставкой_кое_кой/,candidate_only,true,"[""hyphen_koe_koy""]","[""model""]",true,eligible_but_needs_more_training
orthography_3_4_2_2,orthography,3.4.2.2,"Местоименные слова с постфиксами «-либо, -нибудь, -то»",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание местоименных слов"", ""Написание местоименных слов через дефис""]",4,https://orfogrammka.ru/орфография/местоименные_слова_с_постфиксами_либо_нибудь_то/,candidate_only,true,"[""hyphen_particles""]","[""model""]",true,eligible_but_needs_more_training
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_mestoimennyh_slov_razdelnoe_napisanie_mestoimennyh_slov,orthography,,Раздельное написание местоименных слов,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание местоименных слов""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_4_3_2,orthography,3.4.3.2,Сочетания с местоименными словами,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание местоименных слов"", ""Раздельное написание местоименных слов""]",4,https://orfogrammka.ru/орфография/сочетания_с_местоименными_словами/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_narechiy,orthography,,Написание наречий,group,"[""Правила слитного, дефисного и раздельного написания""]",2,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_narechiy_slitnoe_napisanie_narechiy,orthography,,Слитное написание наречий,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_5_1_1,orthography,3.5.1.1,"Наречия, образованные с помощью приставок от наречий",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Слитное написание наречий""]",4,https://orfogrammka.ru/орфография/наречия_образованные_с_помощью_приставок_от_наречий/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_1_2,orthography,3.5.1.2,"Наречия, образованные от имён прилагательных",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Слитное написание наречий""]",4,https://orfogrammka.ru/орфография/наречия_образованные_от_имён_прилагательных/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_1_3,orthography,3.5.1.3,"Наречия, образованные от местоименных слов",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Слитное написание наречий""]",4,https://orfogrammka.ru/орфография/наречия_образованные_от_местоименных_слов/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_1_4,orthography,3.5.1.4,"Наречия, образованные с помощью приставок «в», «на» от собирательных числительных",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Слитное написание наречий""]",4,https://orfogrammka.ru/орфография/наречия_образованные_с_помощью_приставок_в_на_от_собирательных_числительных/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_1_5,orthography,3.5.1.5,Наречия с первой частью «впол-»,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Слитное написание наречий""]",4,https://orfogrammka.ru/орфография/наречия_с_первой_частью_впол/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_1_6,orthography,3.5.1.6,Наречия с пространственным и временным значениями,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Слитное написание наречий""]",4,https://orfogrammka.ru/орфография/наречия_с_пространственным_и_временным_значениями/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_1_7,orthography,3.5.1.7,Слитное написание сочетаний с предлогами-приставками,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Слитное написание наречий""]",4,https://orfogrammka.ru/орфография/слитное_написание_сочетаний_с_предлогами_приставками/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_narechiy_razdelnoe_napisanie_narechiy,orthography,,Раздельное написание наречий,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_5_2_1,orthography,3.5.2.1,Раздельное написание сочетаний с предлогами-приставками,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Раздельное написание наречий""]",4,https://orfogrammka.ru/орфография/раздельное_написание_слов_с_предлогами-приставками/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_2_2,orthography,3.5.2.2,Наречные сочетания из предлога-приставки «с» и формы род. п. существительного на «-у (-а)»,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Раздельное написание наречий""]",4,https://orfogrammka.ru/орфография/наречные_сочетания_из_предлога_приставки_с_и_формы_род_п_существительного_на_у_а/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_2_3,orthography,3.5.2.3,"Наречные сочетания предлогов-приставок «в», «с» со второй частью, начинающейся с гласных",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Раздельное написание наречий""]",4,https://orfogrammka.ru/орфография/наречные_сочетания_предлогов_приставок_в_с_со_второй_частью_начинающейся_с_гласных/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_2_4,orthography,3.5.2.4,"Наречные сочетания, образованные повторением существительных или числительных с предлогом",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Раздельное написание наречий""]",4,https://orfogrammka.ru/орфография/наречные_сочетания_образованные_повторением_существительных_или_числительных_с_предлогом/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_2_5,orthography,3.5.2.5,Наречные сочетания с существительным в разных падежах с предлогами,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Раздельное написание наречий""]",4,https://orfogrammka.ru/орфография/наречные_сочетания_с_существительным_в_разных_падежах_с_предлогами/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_narechiy_napisanie_narechiy_cherez_defis,orthography,,Написание наречий через дефис,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_5_3_1,orthography,3.5.3.1,Дефисное написание наречий,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Написание наречий через дефис""]",4,https://orfogrammka.ru/орфография/наречия_с_приставкой_в_во_образованные_от_порядковых_числительных/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_5_3_2,orthography,3.5.3.2,"Наречия с приставкой «по-», оканчивающиеся на «-ому, -ему, -ски, -цки, -ьи»",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий"", ""Написание наречий через дефис""]",4,https://orfogrammka.ru/орфография/наречия_с_приставкой_по_оканчивающиеся_на_ому_ему_ски_цки_ьи/,candidate_only,true,"[""hyphen_po_adverbs""]","[""model""]",true,eligible_but_needs_more_training
orthography_3_5_4,orthography,3.5.4,Написание отрицательных наречий,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание наречий""]",3,https://orfogrammka.ru/орфография/написание_отрицательных_наречий/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy,orthography,,Написание служебных слов и междометий,group,"[""Правила слитного, дефисного и раздельного написания""]",2,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_slitnoe_napisanie_sluzhebnyh_slov_i_mezhdometiy,orthography,,Слитное написание служебных слов и междометий,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_6_1_1,orthography,3.6.1.1,Предлоги из предложно-падежных сочетаний,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий"", ""Слитное написание служебных слов и междометий""]",4,https://orfogrammka.ru/орфография/предлоги_из_предложно-падежных_сочетаний/,model_required,true,"[""context_vsledstvie"", ""context_nesmotrya""]","[""model"", ""syntax""]",true,eligible_but_needs_threshold
orthography_3_6_1_2,orthography,3.6.1.2,Союзы и частицы из сочетаний предлогов и союзов с местоименными словами,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий"", ""Слитное написание служебных слов и междометий""]",4,https://orfogrammka.ru/орфография/союзы_и_частицы_из_сочетаний_предлогов_и_союзов_с_местоименными_словами/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_6_1_3,orthography,3.6.1.3,"Союзы и частицы «дабы, кабы, также, тоже, чтобы (чтоб)»",leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий"", ""Слитное написание служебных слов и междометий""]",4,https://orfogrammka.ru/орфография/союзы_и_частицы_дабы_кабы_также_тоже_чтобы_чтоб/,model_required,true,"[""context_tak_zhe"", ""context_to_zhe"", ""context_chto_by""]","[""model"", ""syntax""]",true,eligible_but_needs_threshold
orthography_3_6_1_4,orthography,3.6.1.4,Слитное написание междометий и звукоподражаний,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий"", ""Слитное написание служебных слов и междометий""]",4,https://orfogrammka.ru/орфография/слитное_написание_междометий_и_звукоподражаний/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_napisanie_sluzhebnyh_slov_i_mezhdometiy_cherez_defis,orthography,,Написание служебных слов и междометий через дефис,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
orthography_3_6_2_3,orthography,3.6.2.3,Слитное написание междометий и звукоподражаний,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий"", ""Написание служебных слов и междометий через дефис""]",4,https://orfogrammka.ru/орфография/частицы/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_3_6_2_4,orthography,3.6.2.4,Написание междометий и звукоподражаний через дефис,leaf_rule,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий"", ""Написание служебных слов и междометий через дефис""]",4,https://orfogrammka.ru/орфография/написание_междометий_и_звукоподражаний_через_дефис/,syntax_required,false,[],"[""model"", ""syntax""]",false,needs_syntax
orthography_group_pravila_slitnogo_defisnogo_i_razdelnogo_napisaniya_napisanie_sluzhebnyh_slov_i_mezhdometiy_razdelnoe_napisanie_sluzhebnyh_slov_i_mezhdometiy,orthography,,Раздельное написание служебных слов и междометий,group,"[""Правила слитного, дефисного и раздельного написания"", ""Написание служебных слов и междометий""]",3,https://orfogrammka.ru/орфография/,metadata_only,false,[],[],false,metadata_only
