row_index,split,source_length_chars,source_length_tokens,total_ms,candidate_generation_ms,dictionary_candidate_ms,punctuation_candidate_ms,syntax_ms,diff_alignment_ms,tokenizer_encode_ms,replacement_encoding_ms,label_build_ms,candidate_count,dictionary_candidate_count,punctuation_candidate_count,keep_candidate_count,rule_ids,slow_reason
14,train,66,10,9.34615700316499,6.873139998788247,1.1336570059938822,0.3044559998670593,0.002734999725362286,0.8447979998891242,0.2701209996303078,0.8094510012597311,0.542469002539292,12,0,1,10,capitalization_sentence_start|final_punctuation_default,dictionary
15,train,61,8,8.17067099706037,6.030872998962877,1.2714999975287355,0.2665760002855677,0.0024310029402840883,0.7010779991105665,0.19233599959989078,0.6943929984117858,0.5459130006784108,10,0,1,8,capitalization_sentence_start|final_punctuation_default,dictionary
16,train,69,11,36.28682599810418,33.16408099999535,25.336759001220344,0.314077999064466,0.0021269988792482764,1.0799770025187172,0.2255569997942075,1.0671130003174767,0.7358179973380174,16,2,2,11,capitalization_sentence_start|comma_conjunction|extra_letter_candidate|final_punctuation_default,dictionary
17,train,81,14,9.948282000550535,6.668649999483023,0.5270740039122757,0.3019239993591327,0.002025000867433846,1.1919949974981137,0.19740000061574392,1.0128270005225204,0.8710309994057752,16,0,1,14,capitalization_sentence_start|final_punctuation_default|tsya_soft_insert,diff_alignment
18,train,56,10,30.17320499930065,27.698363999661524,24.583114001870854,0.2926059969468042,0.0017219972505699843,0.769646001572255,0.188588001037715,0.9433459999854676,0.5667769983119797,14,2,1,10,capitalization_sentence_start|dictionary_fuzzy|final_punctuation_default,dictionary
19,train,80,14,17.236883999430574,13.783349000732414,8.121954997477587,0.3620850002334919,0.0018230020941700786,1.157356000476284,0.1976019993890077,1.0394640012236778,1.0509080020710826,16,2,2,14,capitalization_sentence_start|comma_subordinate|dictionary_fuzzy|extra_letter_candidate|final_punctuation_default,dictionary
20,train,49,6,5.456296999909682,3.8296990023809485,0.5567510052060243,0.2146179976989515,0.002025000867433846,0.556851999135688,0.18433399964123964,0.4597220031428151,0.4206260018690955,7,0,1,6,final_punctuation_default,diff_alignment
21,train,78,11,8.771175998845138,5.51635699957842,0.9865950014500413,0.3027339989785105,0.0025320005079265684,0.8874380000634119,0.82504800229799,0.8182629971997812,0.7171819997893181,13,0,1,11,capitalization_sentence_start|final_punctuation_default,dictionary
22,train,148,25,33.54459999900428,27.85575799862272,16.63506298791617,0.5378099995141383,0.0016209996829275042,2.3871299999882467,0.28683200071100146,1.0084709974762518,1.9969890017819125,16,1,1,25,capitalization_sentence_start|dictionary_fuzzy|final_punctuation_default|tsya_soft_delete,dictionary
23,train,71,7,7.439713997882791,5.4463710002892185,0.8038800042413641,0.26262599931214936,0.0020260013116057962,0.6577290005225223,0.24662299983901903,0.5861220015503932,0.4972969982190989,8,0,1,7,final_punctuation_default,dictionary
24,train,50,10,6.697820001136279,4.576657996949507,0.514109997311607,0.24307900093845092,0.001924996468005702,0.7361220013990533,0.158811999426689,0.7237649988383055,0.4967909990227781,12,0,1,10,final_punctuation_default|tsya_soft_delete,diff_alignment
25,train,53,10,7.066792000841815,5.01004599937005,0.39226900480571203,0.2936179989774246,0.0016209996829275042,0.7393630003207363,0.15982400145730935,0.6306870018306654,0.52180800048518,11,0,1,10,comma_subordinate,diff_alignment
26,train,93,12,55.93236799904844,52.857610000501154,47.936430004483555,0.3392969993001316,0.0015190016711130738,1.0439469988341443,0.19344999964232557,1.0368779985583387,0.7931090003694408,16,4,1,12,dictionary_fuzzy|double_consonant_candidate|final_punctuation_default|swapped_letters_candidate,dictionary
27,train,131,18,15.933871000015642,11.777876999985892,4.1016680079337675,0.44603499918594025,0.0020189982024021447,1.456557001802139,0.26608600092004053,1.2851909996243194,1.1410910010454245,16,2,1,18,dictionary_fuzzy|double_consonant_candidate|final_punctuation_default,dictionary
28,train,48,8,29.24595999866142,26.953174998197937,21.65992600566824,0.23003599926596507,0.002019998646574095,0.6701130005239975,0.18368500241194852,0.9364010002173018,0.4953150018991437,13,4,1,8,extra_letter_candidate|final_punctuation_default|keyboard_typo_candidate|missing_letter_candidate,dictionary
29,train,49,8,50.70866899768589,47.702349998871796,43.69247501017526,0.24437499814666808,0.0016160011000465602,0.7557450007880107,0.17661600213614292,1.383243998134276,0.6829379999544472,16,8,2,8,bracket_pair_balance|dictionary_fuzzy|extra_letter_candidate|final_punctuation_default|keyboard_typo_candidate,dictionary
30,train,94,16,30.335650997585617,27.045169001212344,21.750304989836877,0.3704000009747688,0.002020002284552902,1.2534840025182348,0.19237000014982186,0.9242829983122647,0.9146909978881013,16,0,1,16,final_punctuation_default,dictionary
31,train,102,17,37.2661129986227,33.83243899952504,26.067364997288678,0.38049800059525296,0.002120999852195382,1.351738999801455,0.22125000032247044,0.9673019994806964,0.8867180004017428,16,2,1,17,dictionary_fuzzy|extra_letter_candidate|final_punctuation_default,dictionary
32,train,113,18,13.505165003152797,9.671603998867795,1.80332899253699,0.439674000517698,0.0019189974409528077,1.564809001138201,0.2845660019374918,0.9815400007937569,0.9956779977073893,16,2,2,18,dictionary_fuzzy|extra_letter_candidate|quote_close|quote_open,dictionary
33,train,48,6,17.76062700082548,15.824204998352798,12.378209998132661,0.22942999930819497,0.0016160011000465602,0.601345000177389,0.15318899750127457,0.6632459990214556,0.5124820054334123,9,2,1,6,dictionary_fuzzy|final_punctuation_default,dictionary
34,train,35,6,4.305649999878369,2.7856759988935664,0.3028449973498937,0.18822999845724553,0.0015140030882321298,0.499656998727005,0.19752000298467465,0.4403809980431106,0.3776699995796662,7,0,1,6,final_punctuation_default,diff_alignment
35,train,99,12,13.028532001044368,10.071389999211533,1.4337360007630195,0.3466689995548222,0.0014139986888039857,1.097063002816867,0.1881280004454311,0.8459220007352997,0.820171000668779,13,0,1,12,final_punctuation_default,dictionary
36,train,51,8,31.284775999665726,29.35421200163546,22.59945899641025,0.2455870017001871,0.001615997462067753,0.6502200012619141,0.15520799934165552,0.659913999697892,0.4592640034388751,10,0,1,8,context_to_zhe|final_punctuation_default,dictionary
37,train,78,12,11.702038998919306,9.067835999303497,1.5276459962478839,0.2996120019815862,0.0019190010789316148,0.98901299861609,0.20933500127284788,0.8423869985563215,0.5873090012755711,13,0,1,12,final_punctuation_default,dictionary
38,train,56,6,6.884010002977448,5.2142809981887694,0.6639519997406751,0.23841800066293217,0.00171599822351709,0.5333840017556213,0.16459899779874831,0.5590330001723487,0.4076629957125988,7,0,1,6,final_punctuation_default,dictionary
39,train,50,9,26.391313997010002,23.9812889994937,19.366131997230696,0.22973299928708002,0.0016160011000465602,0.8570299978600815,0.15258300118148327,0.7715989995631389,0.6229560021893121,12,2,1,9,dictionary_fuzzy|final_punctuation_default,dictionary
40,train,30,6,3.545764000591589,1.9852969999192283,0.37807400440215133,0.1788379995559808,0.0018179998733103275,0.49915199997485615,0.17358799959765747,0.49521300024935044,0.38756700087105855,8,0,1,6,capitalization_sentence_start|final_punctuation_default,diff_alignment
